"id","airport_ref","airport_ident","length_ft","width_ft","surface","lighted","closed","le_ident","le_latitude_deg","le_longitude_deg","le_elevation_ft","le_heading_degT","le_displaced_threshold_ft","he_ident","he_latitude_deg","he_longitude_deg","he_elevation_ft","he_heading_degT","he_displaced_threshold_ft"
257987,7375,"0MU7",2600,60,"TURF",0,0,"18",,,,,,"36",,,,,
247374,7376,"0MU8",800,60,"TURF",0,0,"16",,,,,,"34",,,,,
265241,7377,"0MY0",200,60,"GRVL",0,0,"H1",,,,,,,,,,,
269504,7378,"0MY1",30,30,"CONC",0,0,"H1",,,,,,,,,,,
256983,7379,"0N0",2780,20,"ASPH-G",1,0,"18",39.29359817504883,-94.44190216064453,,,,"36",39.2859992980957,-94.44300079345703,,,
253508,7380,"0N4",2533,28,"ASPH-P",1,0,"04",39.19919967651367,-75.48750305175781,,,539,"22",39.20539855957031,-75.4833984375,,,538
265242,7381,"0N5",60,60,"ASPH-G",1,0,"H1",,,,,,,,,,,
251454,7382,"0N6",2048,40,"TURF-G",0,0,"15",39.015098571777344,-75.53610229492188,,,,"33",39.01060104370117,-75.53179931640625,,,
246481,7383,"0NA1",2600,50,"TURF",0,0,"08",,,,,,"26",,,,,
250675,7384,"0NA5",2200,60,"TURF",0,0,"17",,,,,,"35",,,,,
249778,7385,"0NA9",2200,50,"TURF",0,0,"13",,,,,,"31",,,,,
269505,7386,"0NC0",50,50,"CONC",0,0,"H1",,,,,,,,,,,
269506,7388,"0NC2",78,65,"CONC",0,0,"H1",,,,,,,,,,,
269507,7389,"0NC3",70,70,"TURF",0,0,"H1",,,,,,,,,,,
269508,7390,"0NC4",70,70,"CONC",0,0,"H1",,,,,,,,,,,
269509,7391,"0NC5",40,40,"CONC",1,0,"H1",,,,,,,,,,,
269510,7392,"0NC6",200,150,"TURF",0,0,"H1",,,,,,,,,,,
250453,7393,"0NC7",1700,75,"TURF",0,0,"03",,,,,,"21",,,,,
250517,7394,"0NC8",2300,100,"TURF",0,0,"03",,,,,,"21",,,,,
269511,7395,"0NC9",60,60,"CONC",0,0,"H1",,,,,,,,,,,
254049,7396,"0ND0",2600,50,"TURF",0,0,"17",,,,,,"35",,,,,
247506,7397,"0ND6",1600,25,"TURF",0,0,"08",,,,,,"26",,,,,
250240,7398,"0ND7",2600,60,"TURF",0,0,"N",,,,,,"S",,,,,
255794,7399,"0NE0",2300,100,"TURF",0,0,"NE",,,,,,"SW",,,,,
255795,7399,"0NE0",1800,100,"TURF",0,0,"NW",,,,,,"SE",,,,,
246767,7400,"0NE1",2500,50,"TURF",0,0,"E",,,,,,"W",,,,,
256703,7401,"0NE2",2000,50,"TURF",0,0,"N",,,,,,"S",,,,,
269512,7402,"0NE3",40,40,"CONC",0,0,"H1",,,,,,,,,,,
269513,7403,"0NE4",30,30,"CONC",0,0,"H1",,,,,,,,,,,
243232,7405,"0NE6",3500,100,"ASPH",0,0,"17",40.43840026855469,-98.07109832763672,,175.9,200,"35",40.42829895019531,-98.07009887695312,,,
269514,7406,"0NJ0",51,44,"MATS",1,0,"H1",,,,,,,,,,,
269515,7407,"0NJ1",200,200,"ASPH-G",0,0,"H1",,,,,,,,,,,
269516,7408,"0NJ2",200,100,"TURF",0,0,"H1",,,,,,,,,,,
269517,7409,"0NJ3",305,140,"ASPH-TURF",0,0,"H1",,,,,,,,,,,
269518,7410,"0NJ4",40,35,"CONC",0,0,"H1",,,,,,,,,,,
257187,7412,"0NJ6",2950,100,"TURF",0,0,"E",,,,,,"W",,,,,
269519,7413,"0NJ7",75,75,"GRAVEL",0,0,"H1",,,,,,,,,,,
269520,7414,"0NJ8",75,75,"ASPH",0,0,"H1",,,,,,,,,,,
269521,7415,"0NJ9",85,85,"ASPH",0,0,"H1",,,,,,,,,,,
251492,7416,"0NK0",1400,40,"TURF",0,0,"11",,,,,,"29",,,,,
250613,7417,"0NK1",2100,100,"TURF",0,0,"18",,,,,,"36",,,,,
251278,7418,"0NK2",3000,100,"TURF",0,0,"10",,,,,500,"28",,,,,
246990,7419,"0NK3",2700,75,"TURF",0,0,"16",,,,,300,"34",,,,,300
269522,7420,"0NK4",40,40,"CONC",0,0,"H1",,,,,,,,,,,
269523,7421,"0NK5",50,50,"ASPH",0,0,"H1",,,,,,,,,,,
269524,7423,"0NK7",50,50,"CONC-G",1,0,"H1",,,,,,,,,,,
247910,7424,"0NK8",2500,50,"TURF",0,0,"04",,,,,,"22",,,,,
251903,7425,"0NK9",1700,60,"TURF",0,0,"09",,,,,340,"27",,,,,644
249904,7426,"0NM0",4210,250,"GRAVEL",0,0,"08",,,,,,"26",,,,,
257659,7427,"0NM7",4000,60,"TURF-GRVL-F",0,0,"03",,,,,,"21",,,,,
257660,7427,"0NM7",7500,60,"TURF-GRVL-F",0,0,"17",,,,,,"35",,,,,
269525,7428,"0NV1",40,40,"CONC",1,0,"H1",,,,,,,,,,,
255612,7429,"0NY0",3000,150,"TURF",0,0,"NW",,,,,,"SE",,,,,
257013,7430,"0NY1",1360,125,"TURF",0,0,"03",,,,,,"21",,,,,
257074,7431,"0NY3",1600,100,"GRAVEL",0,0,"13",,,,,,"31",,,,,
347053,347051,"0NY4",35,35,"Asph/Conc",0,0,"H1",,,,,,,,,,,
269526,7432,"0NY5",100,75,"ASPH",0,0,"H1",,,,,,,,,,,
269527,7433,"0NY6",25,25,"CONC",1,0,"H1",,,,,,,,,,,
249398,7434,"0NY7",2000,75,"GRAVEL",0,0,"04",,,,,,"22",,,,,
248908,7435,"0NY8",1700,100,"TURF",0,0,"09",,,,,,"27",,,,,
249173,7436,"0O0",15840,4000,"WATER",0,0,"ALL",,,,,,"WAY",,,,,
257003,7437,"0O4",2702,50,"ASPH-F",1,0,"16",39.94729995727539,-122.1709976196289,293,180,,"34",39.93989944458008,-122.1709976196289,293,360,
246376,7438,"0O9",2990,50,"ASPH-G",0,0,"06",41.845001220703125,-123.98999786376953,,,500,"24",41.84619903564453,-123.97899627685547,,,490
269528,7439,"0OH1",40,40,"TURF",0,0,"H1",,,,,,,,,,,
256269,7440,"0OH2",2370,80,"TURF",0,0,"18",,,,,,"36",,,,,
269529,7441,"0OH3",70,70,"CONC",0,0,"H1",,,,,,,,,,,
248885,7442,"0OH6",800,50,"TURF",0,0,"04",,,,,,"22",,,,,
248240,7443,"0OH7",1300,70,"GRAVEL",1,0,"09",,,,,,"27",,,,,
248241,7443,"0OH7",2200,70,"TURF",0,0,"18",,,,,,"36",,,,,
243925,7444,"0OH8",3000,50,"ASPH",0,0,"03",40.184600830078125,-84.25830078125,,24.8,,"21",40.192100524902344,-84.25379943847656,,,
246401,7445,"0OH9",1100,75,"TURF",0,0,"06",,,,,,"24",,,,,
269530,7446,"0OI0",12,12,"CONC",0,0,"H1",,,,,,,,,,,
269531,7447,"0OI1",30,30,"CONC",0,0,"H1",,,,,,,,,,,
251504,7448,"0OI2",2200,80,"TURF",0,0,"14",,,,,,"32",,,,,
250620,7449,"0OI3",1900,70,"TURF",0,0,"09",,,,,,"27",,,,,800
346458,7450,"0OI4",2000,50,"Turf",0,0,"17",,,,,,"35",,,,,
257968,7451,"0OI6",2600,50,"TURF",0,0,"18",,,,,,"36",,,,,
248569,7452,"0OI9",1100,100,"TURF",0,0,"10",,,,,,"28",,,,,
253390,7453,"0OK0",2400,50,"TURF",0,0,"18",,,,,,"36",,,,,
255468,7454,"0OK1",3200,135,"TURF",0,0,"N",,,,,,"S",,,,,
269532,7455,"0OK2",100,100,"ASPH",0,0,"H1",,,,,,,,,,,
241923,7456,"0OK3",5000,30,"ASPH",0,0,"16",35.6260986328125,-98.5239028930664,,170.4,,"34",35.61280059814453,-98.52110290527344,,,
254281,7457,"0OK4",2350,40,"GRVL",0,0,"04",,,,,,"22",,,,,
255604,7458,"0OK5",2000,100,"TURF",0,0,"N",,,,,,"S",,,,,
252741,7459,"0OK6",2400,90,"TURF",0,0,"18",,,,,100,"36",,,,,100
269533,7460,"0OK7",50,50,"CONC",0,0,"H1",,,,,,,,,,,
256273,7461,"0OK8",2500,100,"TURF-G",0,0,"17",,,,,,"35",,,,,
257389,7462,"0OK9",3000,100,"TURF",0,0,"01",,,,,,"19",,,,,
257390,7462,"0OK9",2600,100,"TURF",0,0,"09",,,,,,"27",,,,,
269534,7463,"0OR0",40,40,"ASPH",0,0,"H1",,,,,,,,,,,
269535,7465,"0OR2",50,50,"TURF",0,0,"H1",,,,,,,,,,,
258166,7466,"0OR3",1950,100,"GRAVEL",0,0,"10",,,,,,"28",,,,,
269536,7467,"0OR4",60,60,"ASPH",0,0,"H1",,,,,,,,,,,
254743,7468,"0OR5",1700,100,"TURF",0,0,"09",,,,,,"27",,,,,
250199,7469,"0OR6",2900,40,"DIRT",0,0,"16",,,,,,"34",,,,,
250378,7470,"0OR7",1900,50,"TURF",0,0,"16",,,,,,"34",,,,,
249415,7471,"0OR8",2500,75,"TURF-F",0,0,"07",,,,,,"25",,,,,
256344,7472,"0OR9",1900,25,"ASPH",1,0,"16",,,,,,"34",,,,,
255696,7474,"0P1",2590,128,"TURF-P",0,0,"16",39.835201263427734,-99.56950378417969,,,,"34",39.82820129394531,-99.56739807128906,,,
257592,7475,"0P2",1000,100,"TURF-E",0,0,"06U",,,,,,"24U",,,,,183
257593,7475,"0P2",1000,100,"TURF-E",0,0,"15",,,,,,"33",,,,,500
254235,7476,"0PA0",2450,300,"TURF",0,0,"01",,,,,,"19",,,,,
254236,7476,"0PA0",2450,300,"TURF",0,0,"07",,,,,,"25",,,,,
254237,7476,"0PA0",1800,200,"TURF",0,0,"13",,,,,,"31",,,,,
269537,7477,"0PA1",80,80,"ASPH",0,0,"H1",,,,,,,,,,,
252763,7478,"0PA2",500,100,"TURF",0,0,"11",,,,,,"29",,,,,
253866,7479,"0PA3",1277,100,"TURF",0,0,"17",,,,,,"35",,,,,130
248086,7480,"0PA4",1515,100,"TURF",0,0,"18",,,,,,"36",,,,,
256519,7481,"0PA5",2550,125,"TURF-F",0,0,"10",,,,,,"28",,,,,
258029,7482,"0PA6",1800,100,"TURF",0,0,"NE",,,,,,"SW",,,,,
252152,7483,"0PA7",1200,100,"TURF-G",0,0,"04",,,,,,"22",,,,,550
269538,7484,"0PA8",90,90,"CONC",0,0,"H1",,,,,,,,,,,
269539,7485,"0PA9",200,200,"ASPH",0,0,"H1",,,,,,,,,,,
255001,7486,"0PN0",2000,200,"TURF",0,0,"04",,,,,,"22",,,,,
255580,7487,"0PN1",7500,800,"WATER",0,0,"06",,,,,,"24",,,,,
269540,7489,"0PN3",80,80,"CONC",1,0,"H1",,,,,,,,,,,
258161,7490,"0PN4",500,100,"TURF-G",0,0,"07",,,,,,"25",,,,,
255202,7491,"0PN5",2400,100,"TURF",0,0,"E",,,,,,"W",,,,,
250935,7492,"0PN6",1730,100,"TURF",0,0,"NE",,,,,,"SW",,,,,
248870,7493,"0PN7",2800,100,"TURF-G",0,0,"13",,,,,200,"31",,,,,
256134,7494,"0PN8",2000,100,"TURF",0,0,"NE",,,,,,"SW",,,,,
250372,7495,"0PN9",1800,75,"TURF",0,0,"NW",,,,,,"SE",,,,,
253278,7496,"0PS0",2200,100,"TURF",0,0,"01",,,,,400,"19",,,,,400
269541,7497,"0PS1",90,90,"CONC",0,0,"H1",,,,,,,,,,,
269542,7498,"0PS2",70,70,"CONC",1,0,"H1",,,,,,,,,,,
256071,7499,"0PS3",1272,100,"TURF",0,0,"06",,,,,,"24",,,,,
250714,7500,"0PS4",2400,100,"TURF",0,0,"06",,,,,200,"24",,,,,160
269543,7501,"0PS5",30,30,"CONC",0,0,"H1",,,,,,,,,,,
269544,7502,"0PS6",120,40,"TURF",0,0,"H1",,,,,,,,,,,
253172,7503,"0PS7",1900,150,"TURF",0,0,"08",,,,,,"26",,,,,
269545,7504,"0PS8",65,60,"CONC",0,0,"H1",,,,,,,,,,,
269546,7505,"0PS9",35,35,"ASPH",0,0,"H1",,,,,,,,,,,
256447,7506,"0Q3",2700,45,"ASPH-G",0,0,"07",38.22330093383789,-122.4530029296875,5,,,"25",38.22330093383789,-122.44300079345703,5,,
256448,7506,"0Q3",1500,50,"ASPH-G",0,0,"17",38.22710037231445,-122.4530029296875,,,,"35",38.222900390625,-122.4530029296875,,,
247865,7507,"0Q4",2490,50,"ASPH-F",1,0,"10",36.58250045776367,-119.66100311279297,305,,176,"28",36.579200744628906,-119.65299987792969,296,,125
257945,7509,"0Q9",2480,40,"ASPH-F",0,0,"08",38.25790023803711,-122.43800354003906,,,140,"26",38.256900787353516,-122.43000030517578,,,237
252567,7510,"0R2",2940,125,"TURF-G",0,0,"18",38.40639877319336,-93.33209991455078,,,340,"36",38.39830017089844,-93.3324966430664,,,240
254650,7511,"0R7",5000,75,"ASPH-G",1,0,"17",31.99720001220703,-93.30789947509766,177,180,,"35",31.983400344848633,-93.30789947509766,165,,
248587,7512,"0R9",2600,120,"TURF-G",0,0,"17",39.19770050048828,-99.3030014038086,,,,"35",39.19060134887695,-99.3031005859375,,,330
254251,7513,"0S1",2830,100,"TURF-P",0,0,"17",,,,,,"35",,,,,
253675,7514,"0S2",3500,240,"TURF-G",1,0,"17",,,,,,"35",,,,,
256976,7515,"0S5",2400,30,"ASPH-G",0,0,"15",46.241798400878906,-116.23899841308594,,,,"33",46.23529815673828,-116.23799896240234,,,
256354,7516,"0SD0",3000,100,"TURF",0,0,"15",,,,,,"33",,,,,
251098,7517,"0SD1",1726,60,"TURF",0,0,"08",,,,,,"26",,,,,
269547,7518,"0SD2",40,40,"CONC",0,0,"H1",,,,,,,,,,,
257515,7519,"0SD3",3700,50,"GRAVEL",0,0,"09",,,,,,"27",,,,,
269548,7520,"0SD4",60,60,"ASPH",0,0,"H1",,,,,,,,,,,
269549,7521,"0SD5",16,16,"CONC",0,0,"H1",,,,,,,,,,,
249207,7523,"0SD7",2000,50,"TURF",0,0,"NW",,,,,,"SE",,,,,
269550,7525,"0SD9",20,20,"WOOD",0,0,"H1",,,,,,,,,,,
257718,7526,"0T3",2600,70,"TURF-F",1,0,"12",37.315101623535156,-89.99849700927734,,,,"30",37.31129837036133,-89.99089813232422,,,
253465,7527,"0T7",2300,195,"TURF-G",1,0,"18",,,,,95,"36",,,,,
269551,7528,"0TA0",100,100,"ASPH",0,0,"H1",,,,,,,,,,,
256456,7529,"0TA1",2000,60,"TURF",0,0,"N",,,,,,"S",,,,,
254011,7530,"0TA2",2300,60,"TURF",0,0,"E",,,,,,"W",,,,,
254012,7530,"0TA2",4000,60,"DIRT",0,0,"N",,,,,,"S",,,,,
250375,7531,"0TA3",2500,130,"TURF",0,0,"07",,,,,,"25",,,,,
250376,7531,"0TA3",1500,100,"TURF",0,0,"14",,,,,,"32",,,,,
257928,7532,"0TA4",1742,50,"TURF",0,0,"15",,,,,100,"33",,,,,200
269552,7533,"0TA5",200,150,"TURF",0,0,"H1",,,,,,,,,,,
269553,7534,"0TA6",50,50,"CONC",0,0,"H1",,,,,,,,,,,
269554,7534,"0TA6",20,15,"CONC",0,0,"H2",,,,,,,,,,,
269555,7534,"0TA6",20,15,"CONC",0,0,"H3",,,,,,,,,,,
241045,7535,"0TA7",5000,100,"TURF",0,0,"05",30.141000747680664,-103.90599822998047,4680,58.5,,"23",30.1481990814209,-103.89299774169922,4702,,
241046,7535,"0TA7",5200,100,"ASPH",1,0,"12",30.157100677490234,-103.90599822998047,4688,128.5,,"30",30.1481990814209,-103.89299774169922,4702,,
241047,7535,"0TA7",5100,100,"TURF",0,0,"15",30.161300659179688,-103.89900207519531,,158.5,,"33",30.1481990814209,-103.89299774169922,4702,,
247205,7536,"0TA8",2680,45,"TURF",0,0,"N",,,,,,"S",,,,,
269556,7537,"0TA9",35,35,"CONC",0,0,"H1",,,,,,,,,,,
250328,7538,"0TE0",2650,50,"GRAVEL",0,0,"03",,,,,,"21",,,,,
250329,7538,"0TE0",3250,50,"GRAVEL",0,0,"13",,,,,,"31",,,,,
269557,7539,"0TE1",100,100,"DIRT",1,0,"H1",,,,,,,,,,,
269558,7540,"0TE2",800,200,"ASPH",0,0,"H1",,,,,,,,,,,
252333,7541,"0TE3",2600,400,"TURF",0,0,"17",,,,,,"35",,,,,
240707,7542,"0TE4",3000,40,"ASPH",0,0,"16",31.084999084472656,-96.21649932861328,,164.6,350,"34",31.07699966430664,-96.21399688720703,,,300
240185,7543,"0TE5",5992,77,"ASPH",0,0,"17",27.4419002532959,-99.1875,,170,,"35",27.42569923400879,-99.1843032836914,,,
246486,7544,"0TE6",2575,50,"DIRT",0,0,"16",,,,,,"34",,,,,
240089,7545,"0TE7",6291,60,"ASPH",0,0,"17",30.260400772094727,-98.62339782714844,1515,175,,"35",30.243200302124023,-98.62169647216797,1433,355,
269559,7546,"0TE8",150,150,"TURF",0,0,"H1",,,,,,,,,,,
269560,7547,"0TE9",150,150,"TURF",0,0,"H1",,,,,,,,,,,
249034,7548,"0TN0",1750,100,"TURF",0,0,"17",,,,,,"35",,,,,
249472,7549,"0TN1",8000,800,"WATER",0,0,"03W",,,,,,"21W",,,,,
249473,7549,"0TN1",5000,500,"WATER",0,0,"09W",,,,,,"27W",,,,,
249474,7549,"0TN1",7000,700,"WATER",0,0,"13W",,,,,,"31W",,,,,
249305,7550,"0TN2",1200,100,"TURF",0,0,"05",,,,,,"23",,,,,
269561,7551,"0TN3",30,30,"CONC",0,0,"H1",,,,,,,,,,,
269562,7552,"0TN4",50,50,"CONC",0,0,"H1",,,,,,,,,,,
252871,7553,"0TN5",2350,100,"TURF",0,0,"09",,,,,,"27",,,,,
246847,7554,"0TN6",1050,75,"TURF",0,0,"08",,,,,,"26",,,,,
269563,7555,"0TN7",45,45,"CONC",1,0,"H1",,,,,,,,,,,
269564,7556,"0TN8",75,75,"CONC-G",0,0,"H1",,,,,,,,,,,
269565,7557,"0TN9",46,46,"CONC-G",0,0,"H1",,,,,,,,,,,
257906,7559,"0TS1",1750,75,"TURF",0,0,"17",,,,,,"35",,,,,
248306,7560,"0TS2",600,50,"TURF",0,0,"01",,,,,,"19",,,,,
248307,7560,"0TS2",600,50,"TURF",0,0,"09",,,,,,"27",,,,,
248308,7560,"0TS2",600,50,"TURF",0,0,"13",,,,,,"31",,,,,
269566,7561,"0TS3",20,20,"CONC",0,0,"H1",,,,,,,,,,,
255297,7562,"0TS4",1800,60,"TURF",0,0,"18",,,,,,"36",,,,,
255805,7563,"0TS5",3200,180,"TURF",0,0,"05",,,,,,"23",,,,,
269567,7564,"0TS6",20,20,"TURF",0,0,"H1",,,,,,,,,,,
247882,7565,"0TS7",2800,100,"TURF",0,0,"18",,,,,,"36",,,,,
254735,7566,"0TS8",910,910,"TURF-DIRT",0,0,"ALL",,,,,,"WAY",,,,,
256408,7567,"0TS9",1260,70,"TURF",0,0,"04",,,,,,"22",,,,,420
251435,7568,"0TX0",2800,200,"TURF",0,0,"14",,,,,,"32",,,,,
244236,7569,"0TX1",3500,50,"ASPH",1,0,"18",32.35879898071289,-97.6759033203125,,185.4,,"36",32.34920120239258,-97.6769027709961,,,
269568,7570,"0TX2",100,100,"ASPH",0,0,"H1",,,,,,,,,,,
269569,7571,"0TX3",20,20,"CONC",0,0,"H1",,,,,,,,,,,
269570,7572,"0TX4",50,50,"CONC",0,0,"H1",,,,,,,,,,,
246720,7573,"0TX5",1800,50,"TURF",0,0,"17",,,,,,"35",,,,,
248239,7574,"0TX6",2283,80,"TURF",0,0,"14",,,,,,"32",,,,,
253875,7575,"0TX7",2250,50,"TURF",0,0,"NE",,,,,,"SW",,,,,
253756,7576,"0TX8",1800,55,"TURF",0,0,"17",,,,,,"35",,,,,
256663,7577,"0TX9",2300,100,"TURF",0,0,"09",,,,,,"27",,,,,
256664,7577,"0TX9",2000,100,"TURF",0,0,"18",,,,,,"36",,,,,
253413,7578,"0U0",4000,100,"TURF-DIRT-F",0,0,"16",,,,,,"34",,,,,
252048,7579,"0U1",2850,135,"TURF-G",0,0,"02",44.139198303222656,-115.31800079345703,,,,"20",44.145198822021484,-115.31099700927734,,,
258183,7580,"0U2",4700,100,"TURF-F",0,0,"12",43.80690002441406,-113.83699798583984,,,,"30",43.797000885009766,-113.82599639892578,,,
247402,7581,"0U3",2150,15,"DIRT-F",0,0,"03",44.742801666259766,-114.92500305175781,,,,"21",44.74639892578125,-114.91799926757812,,,
253940,7582,"0U7",2500,140,"TURF-F",0,0,"05",43.32279968261719,-113.59500122070312,,,,"23",43.32469940185547,-113.58599853515625,,,
253893,7583,"0U8",4950,200,"TURF-F",0,0,"09",44.612098693847656,-113.90399932861328,,,,"27",44.60860061645508,-113.88600158691406,,,
257798,7584,"0U9",2875,60,"ASPH-E",0,0,"08",,,,,,"26",,,,,
250841,7586,"0VA1",2000,50,"TURF",0,0,"14",,,,,,"32",,,,,
256223,7587,"0VA2",2000,70,"TURF",0,0,"14",,,,,,"32",,,,,
247459,7588,"0VA3",2200,70,"TURF",0,0,"04",,,,,900,"22",,,,,900
248367,7589,"0VA4",2100,90,"TURF",0,0,"17",,,,,,"35",,,,,
242936,7590,"0VA5",3900,60,"ASPH",0,0,"04",37.689701080322266,-77.66500091552734,,30,200,"22",37.69889831542969,-77.6583023071289,,,200
269571,7591,"0VA6",100,100,"ASPH",0,0,"H1",,,,,,,,,,,
252527,7593,"0VA8",1800,80,"TURF",0,0,"14",,,,,,"32",,,,,
256436,7594,"0VA9",1000,30,"TURF",0,0,"02",,,,,300,"20",,,,,
246603,7595,"0VI1",3000,60,"TURF",0,0,"05",,,,,,"23",,,,,
254616,7596,"0W0",9500,300,"WATER-E",0,0,"18W",,,,,,"36W",,,,,
249306,7597,"0W7",10000,4000,"WATER",0,0,"12",,,307,,,"30",,,307,,
269572,7598,"0WA0",48,16,"CONC",0,0,"H1",,,,,,,,,,,
252909,7599,"0WA1",2000,50,"TURF",0,0,"16",,,,,,"34",,,,,
256162,7600,"0WA2",2364,60,"TURF",0,0,"N",,,,,,"S",,,,,
269573,7601,"0WA3",40,40,"ASPH",0,0,"H1",,,,,,,,,,,
269574,7602,"0WA4",100,50,"ASPH",1,0,"H1",,,,,,,,,,,
269575,7603,"0WA5",24,12,"CONC",0,0,"H1",,,,,,,,,,,
269576,7603,"0WA5",24,12,"TURF",0,0,"H2",,,,,,,,,,,
269577,7604,"0WA6",70,70,"ASPH",0,0,"H1",,,,,,,,,,,
269578,7605,"0WA7",20,20,"CONC",0,0,"H1",,,,,,,,,,,
269579,7606,"0WA8",40,40,"CONC",0,0,"H1",,,,,,,,,,,
269580,7607,"0WA9",100,100,"CONC-G",0,0,"H1",,,,,,,,,,,
265243,7608,"0WI0",43,44,"ALUM",1,0,"H1",,,,,,,,,,,
246874,7609,"0WI1",10000,4000,"WATER",0,0,"03W",,,,,,"21W",,,,,
241717,7609,"0WI1",3200,40,"ASPH",0,0,"04",45.50389862060547,-92.14579772949219,,39.3,,"22",45.51060104370117,-92.13809967041016,,,
249385,7610,"0WI2",2600,60,"TURF",0,0,"03",,,,,,"21",,,,,
265244,7611,"0WI3",60,60,"CONC",0,0,"H1",,,,,,,,,,,
245480,7612,"0WI4",3200,40,"ASPH",0,0,"08",43.82889938354492,-89.35859680175781,,82.8,,"26",43.83000183105469,-89.34639739990234,,,
256600,7613,"0WI5",2000,100,"TURF",0,0,"09",,,,,,"27",,,,,730
255103,7614,"0WI6",1300,60,"TURF",0,0,"E",,,,,,"W",,,,,
254155,7615,"0WI7",2100,150,"TURF",0,0,"09",,,,,,"27",,,,,300
254156,7615,"0WI7",1500,100,"TURF",0,0,"18",,,,,,"36",,,,,
249576,7616,"0WI8",1200,100,"TURF",0,0,"09",,,,,,"27",,,,,
249577,7616,"0WI8",1400,200,"TURF",0,0,"18",,,,,,"36",,,,,
255185,7617,"0WI9",2600,70,"TURF",0,0,"18",,,,,,"36",,,,,
246468,7618,"0WN0",1050,28,"TURF",0,0,"09",,,,,,"27",,,,,
257714,7619,"0WN1",1800,40,"DIRT",0,0,"12",,,,,,"30",,,,,
264517,45908,"0WN2",1200,50,"TURF-F",0,0,"07",,,,,,"25",,,,206.5,200
269581,7621,"0WN4",100,100,"CONC",1,0,"H1",,,,,,,,,,,
254315,7622,"0WN5",150,50,"TURF",0,0,"10U",,,,,,"28U",,,,,
269582,7623,"0WN6",12,12,"TURF",0,0,"H1",,,,,,,,,,,
269583,7624,"0WN7",40,40,"ASPH",0,0,"H1",,,,,,,,,,,
265245,7625,"0WN8",38,10,"MATS",0,0,"H1",,,,,,,,,,,
264579,45906,"0WN9",1055,100,"DIRT",0,0,"16",,,,,,"34",,,,352.1,983
346235,346234,"0WS7",1400,130,"Turf",0,0,"18",,,,,800,"36",,,,,600
346236,346234,"0WS7",900,130,"Turf",0,0,"9",,,,,600,"27",,,,,300
264596,45936,"0WY0",2000,30,"TURF",0,0,"18",,,,,,"36",,,,189.9,
264513,45935,"0WY1",3400,70,"DIRT",0,0,"06",,,,,,"24",,,,196.9,
269584,7626,"0XA0",61,54,"CONC",1,0,"H1",,,,,,,,,,,
269585,7626,"0XA0",56,56,"CONC",1,0,"H2",,,,,,,,,,,
337659,337658,"0XA1",30,30,"CON",0,0,"H1",,,,,,,,,,,
269586,7628,"0XA2",40,40,"CONC",1,0,"H1",,,,,,,,,,,
269587,7629,"0XA3",27,27,"CONC",0,0,"H1",,,,,,,,,,,
269588,7629,"0XA3",30,27,"CONC",0,0,"H2",,,,,,,,,,,
252747,7630,"0XA4",5000,75,"ASPH-G",0,0,"15",28.00320053100586,-98.8853988647461,,156,,"33",27.990699768066406,-98.87899780273438,,336,
251470,7631,"0XA5",3800,75,"ASPH",1,0,"13",28.688600540161133,-98.38690185546875,,136,,"31",28.68120002746582,-98.37860107421875,,,
269589,7632,"0XA6",50,50,"TURF",0,0,"H1",,,,,,,,,,,
254151,7633,"0XA7",2400,100,"TURF",0,0,"10",,,,,,"28",,,,,
269590,7633,"0XA7",150,150,"ASPH",0,0,"H1",,,,,,,,,,,
252436,7634,"0XA8",1000,130,"TURF",0,0,"11",,,,,,"29",,,,,
252437,7634,"0XA8",1000,150,"TURF",0,0,"14",,,,,,"32",,,,,
269591,7634,"0XA8",20,24,"CONC",0,0,"H1",,,,,,,,,,,
269592,7635,"0XA9",46,46,"CONC",1,0,"H1",,,,,,,,,,,
251279,7636,"0XS0",3300,150,"TURF",0,0,"08",,,,,,"26",,,,,
251280,7636,"0XS0",2500,150,"TURF",0,0,"15",,,,,,"33",,,,,
250706,7637,"0XS1",1500,60,"TURF",0,0,"14",,,,,,"32",,,,,
250366,7638,"0XS2",3700,30,"GRAVEL",0,0,"04",,,,,,"22",,,,,
269593,7639,"0XS3",30,30,"CONC",0,0,"H1",,,,,,,,,,,
269594,7640,"0XS4",50,50,"CONC",0,0,"H1",,,,,,,,,,,
269595,7641,"0XS5",26,26,"CONC",0,0,"H1",,,,,,,,,,,
246653,7642,"0XS6",3000,75,"TURF",0,0,"17",,,,,,"35",,,,,
241013,7643,"0XS7",6000,60,"ASPH",0,0,"13",29.19809913635254,-100.28099822998047,,140,,"31",29.18560028076172,-100.26899719238281,,,
254654,7644,"0XS8",3200,30,"GRVL",0,0,"12",,,,,,"30",,,,,
264582,45852,"0XS9",1200,100,"TURF",0,0,"17",,,,,,"35",,,,,
252602,7645,"0Y4",2500,90,"ASPH-TURF-P",0,0,"17",43.167598724365234,-95.47010040283203,1452,,,"35",43.16080093383789,-95.46990203857422,1452,,
252470,7646,"0Y6",3380,100,"TURF-G",1,0,"18",43.41830062866211,-93.51180267333984,,,,"36",43.409000396728516,-93.51170349121094,,,190
246831,7647,"0Z2",1000,22,"GRVL-DIRT-P",0,0,"16",,,,,,"34",,,,,
257783,7648,"0Z3",1400,100,"WATER",0,0,"NE",,,,,,"SW",,,,,
